Python path: /home/lekia.p/miniforge3/envs/pynta_env/bin/python
Conda environment: pynta_fairchem
ASE version: 3.22.1
2025-07-12 15:28:36,586 INFO Hostname/IP lookup (this will take a few seconds)
2025-07-12 15:28:36,587 INFO Launching Rocket
✅ Patched scipy.linalg.lapack.dsyevr
2025-07-12 15:28:39,763 INFO RUNNING fw_id: 158 in directory: /projects/westgroup/lekia.p/pynta/Fe/block_2025-07-12-17-50-43-929229/launcher_2025-07-12-19-27-49-144449
2025-07-12 15:28:39,775 INFO Task started: {{pynta.tasks.MolecularOptimizationTask}}.
     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella  61 15:34:51     -192.566171       0.6849       0.0000       0.0944       1.0754
Sella  62 15:34:55     -192.570386       0.5039       0.0000       0.0944       0.3447
Sella  63 15:34:58     -192.577985       0.6849       0.0000       0.0944       1.1440
Sella  64 15:35:01     -192.602382       0.6428       0.0000       0.0944       1.0516
Sella  65 15:35:05     -192.634283       0.6563       0.0000       0.0944       1.0670
Sella  66 15:35:08     -192.643867       0.8385       0.0000       0.0944       0.6759
Sella  67 15:35:12     -192.719794       1.0739       0.0000       0.1086       1.0347
Sella  68 15:35:15     -192.655865       0.8268       0.0000       0.1086       1.0740
Sella  69 15:35:19     -192.585459       3.7146       0.0000       0.0706      -1.3296
Sella  70 15:35:22     -192.687969       1.2824       0.0000       0.0812       0.9720
2025-07-12 15:35:23,879 INFO Task completed: {{pynta.tasks.MolecularOptimizationTask}}
2025-07-12 15:35:23,884 INFO Task started: FileTransferTask.
2025-07-12 15:35:23,907 INFO Task completed: FileTransferTask
2025-07-12 15:35:23,944 INFO Rocket finished
